purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/%40webassemblyjs/floating-point-hex-parser,@webassemblyjs/floating-point-hex-parser,npm,dormant,few-large,0,0,accept,,Dormant but stable code for WebAssembly float parsing. Most dependents use it transitively through build tools. Pin the version—the format and code are both stable.,llm,0.8,1625137,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/helper-wasm-bytecode,@webassemblyjs/helper-wasm-bytecode,npm,dormant,few-large,0,0,vendor,,"Helper package from dormant webassemblyjs monorepo, concentrated in 12 direct dependents (top one at 55% share). No runtime dependencies; bytecode constants are stable. Top dependents should vendor the code into their packages rather than rely on external maintenance.",llm,0.7,1625136,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/wast-printer,@webassemblyjs/wast-printer,npm,dormant,few-large,0,0,accept,,Dormant package providing stable WAT text format printing in JavaScript. No maintained pure-JS alternative; switching to wabt is a heavier migration. Pin the version and carry the risk.,llm,0.78,1625131,esbuild-plugin-wat,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/wasm-parser,@webassemblyjs/wasm-parser,npm,dormant,few-large,0,0,accept,,Dormant but stable—WASM binary format rarely changes. Pin the version; the concentrated dependency on a webpack fork means that ecosystem can absorb maintenance burden if the format evolves.,llm,0.75,1625124,@amoo-miki/webpack,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/leb128,@webassemblyjs/leb128,npm,dormant,few-large,0,0,accept,,Stable utility for WebAssembly LEB128 encoding; no active maintenance needed as the format is standardized and the implementation is mature. Dependents should pin versions and accept the risk—it's low.,llm,0.78,1625112,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/wasm-gen,@webassemblyjs/wasm-gen,npm,dormant,few-large,0,0,accept,,Dormant but stable part of webassemblyjs. No runtime dependencies make it safe to pin. The 1.6M dependent repos likely reflects deep nesting in build tools or monorepo artifacts.,llm,0.55,1625095,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/helper-buffer,@webassemblyjs/helper-buffer,npm,dormant,few-large,0,0,accept,,"Dormant buffer helper package in the webassemblyjs monorepo. No alternatives, no security issues, and utility functions are typically stable; top dependent (55% of usage) should verify compatibility and consider vendoring if they need forward compatibility assurance.",llm,0.75,1625093,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/wasm-opt,@webassemblyjs/wasm-opt,npm,dormant,few-large,0,0,switch,pkg:npm/wabt,Dormant with native code and zero recent maintenance. Deprecation notices recommend wabt; most dependents would migrate as part of webpack's own maintenance work.,llm,0.85,1625092,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/helper-wasm-section,@webassemblyjs/helper-wasm-section,npm,dormant,few-large,0,0,accept,,Stable helper library; primary dependent (wasm-strip) is deprecated in favor of wabt. Pin version if used; low risk.,llm,0.8,1625091,@webassemblyjs/wasm-strip,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/wasm-edit,@webassemblyjs/wasm-edit,npm,dormant,few-large,0,0,vendor,,99% of usage comes from webpack variants. The primary dependent should vendor this code into their build process or maintain their own fork rather than waiting on upstream.,llm,0.8,1624870,@amoo-miki/webpack,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/is-bigint,is-bigint,npm,dormant,broad,0,0,accept,,A 376-line utility for checking JavaScript's native BigInt type. BigInt is a stable language feature; the code has no unmaintained dependencies and no security surface. Dependents should pin the version and accept minimal risk.,llm,0.92,1624594,is-equal,376,12,0,0,https://github.com/inspect-js/is-bigint
pkg:npm/%40webassemblyjs/helper-api-error,@webassemblyjs/helper-api-error,npm,dormant,few-large,0,0,accept,,"The webassemblyjs ecosystem is the JavaScript standard for WebAssembly tooling and has no maintained alternative. Pin the version and accept the stability risk—dormancy reflects completion, not decay.",llm,0.8,1619368,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/ieee754,@webassemblyjs/ieee754,npm,dormant,few-large,0,0,accept,,Package is dormant but IEEE754 encoding is stable; most dependents reach it transitively through bundlers. Direct packages should pin the version and monitor for security issues.,llm,0.75,1619342,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40webassemblyjs/utf8,@webassemblyjs/utf8,npm,dormant,few-large,0,0,accept,,"UTF-8 encoding is stable. Pin this version in your direct dependencies on wasm tooling packages; the 538-day gap reflects a completed utility, not active risk.",llm,0.85,1619061,@ericmcornelius/ease,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
pkg:npm/%40xtuc/long,@xtuc/long,npm,dormant,few-large,0,0,accept,,"Stable, small (3.3K LOC), and dormant. Direct consumers should pin versions. The 1.6M transitive dependents are insulated through a small number of top packages and don't need direct action. BigInt can replace for modern JS, but most consumers shouldn't be affected by dormancy.",llm,0.78,1612951,@ericmcornelius/ease,3296,200,0,0,https://github.com/dcodeio/long.js
pkg:npm/%40jridgewell/resolve-uri,@jridgewell/resolve-uri,npm,dormant,alternative,0,0,switch,,"The native URL API provides the same URI resolution and is actively maintained as part of the platform. Replace resolve(input, base) with new URL(input, base).href.",llm,0.95,1611961,babylonia,203,52,0,0,https://github.com/jridgewell/resolve-uri
pkg:npm/has-bigints,has-bigints,npm,dormant,inlineable,0,0,vendor,,This detects BigInt support in ~10 lines with no dependencies. Most projects should copy the check directly into their codebase rather than maintain an external dependency for feature detection.,llm,0.85,1609070,es-get-iterator,322,5,0,0,https://github.com/ljharb/has-bigints
pkg:npm/has-tostringtag,has-tostringtag,npm,dormant,broad,0,0,accept,,"Symbol.toStringTag is a stable ES spec feature. This 1,060-line module with no native code detects it correctly; pin the version and treat dormancy as acceptable for such simple, focused functionality.",llm,0.85,1605281,is-callable,1060,8,0,0,https://github.com/inspect-js/has-tostringtag
pkg:npm/pify,pify,npm,unknown,broad,0,0,switch,,"Migrate to util.promisify(), built into Node.js since 8.0.0 and actively maintained. It covers standard callback-to-promise conversion; projects relying on module-wide promisification or options like multiArgs will need custom code or complementary packages.",llm,0.75,1598855,,813,25,0,0,https://github.com/sindresorhus/pify
pkg:npm/get-own-enumerable-property-symbols,get-own-enumerable-property-symbols,npm,unknown,inlineable,0,0,vendor,,17 lines of trivial code with no external dependencies; each consumer should inline the implementation rather than coordinate through the dominant package.,llm,0.85,1592223,@shigma/stringify-object,17,0,0,0,https://github.com/mightyiam/get-own-enumerable-property-symbols
pkg:npm/resolve-url-loader,resolve-url-loader,npm,dead,broad,0,2,accept,,"With 1.5M dependents and no direct replacement, teams should pin the version and ensure continued compatibility with their build setup. Projects on modern Webpack may find this loader unnecessary and can remove it.",llm,0.75,1583039,,8873,308,0,0,https://github.com/bholloway/resolve-url-loader
pkg:npm/json-stable-stringify-without-jsonify,json-stable-stringify-without-jsonify,npm,unknown,broad,0,0,accept,pkg:npm/json-stable-stringify,Dependency-free utility for deterministic JSON stringification. Pin the version; the simplicity and lack of dependencies make staleness less risky than for complex packages.,llm,0.88,1575335,eslint-web,447,35,0,0,https://github.com/samn/json-stable-stringify
pkg:npm/co,co,npm,dead,broad,0,0,switch,,"co was a generator-based control flow library designed as a stepping stone to async/await. Migrate to native async/await syntax, universally available since Node 7.6+.",llm,0.98,1566701,,1045,44,0,0,https://github.com/tj/co
pkg:npm/base64-js,base64-js,npm,dead,broad,0,0,switch,pkg:npm/base64-js,"The original maintainer abandoned this, but the README explicitly directs users to an actively maintained fork (feross/base64-js) with the same API. Dependents should update to use that fork instead.",llm,0.9,1564057,,392,30,0,0,https://github.com/beatgammit/base64-js
pkg:npm/recursive-readdir,recursive-readdir,npm,dormant,broad,0,0,accept,,"Stable, mature package with active maintenance signals despite release dormancy. At 1.5M dependents spread across the ecosystem, coordinated migration is impractical; pin the version and move on.",llm,0.8,1560794,,573,28,0,0,https://github.com/jergason/recursive-readdir
pkg:npm/typedarray-to-buffer,typedarray-to-buffer,npm,unknown,broad,0,0,accept,,"Tiny dependency-free utility (211 lines, zero runtime deps) serving 1.5M repos. Stable and unlikely to break; pin the version and carry the risk rather than attempting coordinated migration.",llm,0.78,1558644,websocket,211,0,0,0,https://github.com/feross/typedarray-to-buffer
pkg:npm/deepmerge,deepmerge,npm,dead,broad,0,0,vendor,,"At 1.3K LOC with zero dependencies, deepmerge is small enough to inline directly into your project. The code is stable and straightforward; no active maintenance needed. For projects preferring a maintained alternative, lodash.merge offers ongoing support.",llm,0.88,1558107,,1308,34,0,0,https://github.com/tehshrike/deepmerge
pkg:npm/json-schema,json-schema,npm,dormant,broad,0,0,accept,,"This package is intentionally stable—it implements the original JSON Schema spec and has zero runtime dependencies. Pin the version. If you need newer spec support, migrate to ajv.",llm,0.87,1556405,,260,145,0,0,https://github.com/kriszyp/json-schema
pkg:npm/raf,raf,npm,unknown,broad,0,0,accept,,Unmaintained for 7+ years but feature-complete and stable. 119 LoC polyfill with zero dead transitive dependencies. Pin the version; evaluate whether your project actually needs requestAnimationFrame polyfilling in its target environments.,llm,0.75,1549744,,227,18,0,0,https://github.com/chrisdickinson/raf
pkg:npm/deep-is,deep-is,npm,unknown,inlineable,0,0,vendor,,"The algorithm is straightforward enough to copy into your project directly. With 254 lines and 4.6 years of inactivity, vendoring eliminates the dependency while preserving exact behavior.",llm,0.85,1547348,optionator,254,33,0,0,https://github.com/thlorenz/deep-is
pkg:npm/source-map-support,source-map-support,npm,dead,broad,0,0,switch,,"Node 12.12.0+ has native source map support via --enable-source-maps. Dependents should upgrade and remove this package, except for vm.runInThisContext use cases which must pin the version.",llm,0.95,1546799,,1734,123,0,0,https://github.com/evanw/node-source-map-support
pkg:npm/levn,levn,npm,unknown,broad,0,0,accept,,"Stable parser with no reported vulnerabilities; widely entrenched as a transitive dependency. Pin versions to avoid churn, but don't initiate migration—the cost across the ecosystem would far exceed the benefit for a small, static library.",llm,0.8,1544784,optionator,205,71,0,0,https://github.com/gkz/levn
pkg:npm/esprima,esprima,npm,dead,kitchen-sink,0,0,switch,pkg:npm/acorn,Acorn is the actively maintained successor with identical ESTree output. Switch in active projects; legacy dependents can safely pin esprima since it's mature with zero runtime deps and hasn't broken in 7+ years.,llm,0.8,1541066,,6705,1932,0,0,https://github.com/jquery/esprima
pkg:npm/minimalistic-assert,minimalistic-assert,npm,unknown,inlineable,0,0,vendor,,"With just 42 lines of code, this utility can be safely copied into consuming projects. Node's built-in assert module handles most use cases if exact compatibility isn't required.",llm,0.9,1537126,hash.js,42,5,0,0,https://github.com/calvinmetcalf/minimalistic-assert
pkg:npm/p-try,p-try,npm,dormant,inlineable,0,0,vendor,,p-try is a 5-line utility that wraps synchronous functions and converts errors to promise rejections. Direct dependents should vendor the implementation or switch to standard Promise patterns like Promise.resolve().then().,llm,0.95,1532015,with-open-file,140,0,0,0,https://github.com/sindresorhus/p-try
pkg:npm/which-boxed-primitive,which-boxed-primitive,npm,dormant,broad,0,0,accept,,"Small, stable utility with no maintenance needed. Pin the version; the risk is minimal given the code size and focus.",llm,0.85,1526713,deep-equal,375,11,0,0,https://github.com/inspect-js/which-boxed-primitive
pkg:npm/fork-ts-checker-webpack-plugin,fork-ts-checker-webpack-plugin,npm,dormant,broad,0,1,accept,,"Stable despite dormancy in webpack 5+ environment. Pin the version; migration to ts-loader or esbuild is optional, best for new projects that want active maintenance.",llm,0.8,1524617,,3436,414,0,0,https://github.com/typestrong/fork-ts-checker-webpack-plugin
pkg:npm/mimic-fn,mimic-fn,npm,dormant,broad,0,0,accept,,Zero dependencies and minimal code make this safe to keep pinned; no supply chain risk. Projects concerned with maintenance can vendor the 220 lines independently.,llm,0.88,1520693,mem,373,16,0,0,https://github.com/sindresorhus/mimic-fn
pkg:npm/%40ampproject/remapping,@ampproject/remapping,npm,dead,few-large,1,0,switch,pkg:npm/@jridgewell/remapping,Development moved to the jridgewell sourcemaps monorepo; dependents should switch to the maintained version published from there.,llm,0.85,1514643,@vitest/coverage-c8,255,27,0,0,https://github.com/ampproject/remapping
